Gaz ID,Feature Name,Class,County,State,Map,Elevation,Latitude,Longitude,Bgn Decision Date,Entry Date,Census Code,Census Classification Code,GSA Code,OPM Code,County FIPS Code,State FIPS Code
2410839,City of Lindsay,Civil,Tulare County,California,Lindsay,117,36.2081916,-119.0897031,None,3/11/2008,41712,C1,null,null,06107,06
2410846,City of Live Oak,Civil,Sutter County,California,Gridley,24,39.2788034,-121.6624386,None,3/11/2008,41936,C1,null,null,06101,06
2410848,City of Livermore,Civil,Alameda County,California,Livermore,154,37.6867566,-121.7606508,None,3/11/2008,41992,C1,null,null,06001,06
2410850,City of Livingston,Civil,Merced County,California,Cressey,40,37.3874887,-120.7248699,None,3/11/2008,42006,C1,null,null,06047,06
2410854,City of Lodi,Civil,San Joaquin County,California,Lodi South,12,38.1218155,-121.2931813,None,3/11/2008,42202,C1,null,null,06077,06
2410857,City of Loma Linda,Civil,San Bernardino County,California,Redlands,378,34.0426449,-117.2480898,None,3/11/2008,42370,C1,null,null,06071,06
2410859,City of Lomita,Civil,Los Angeles County,California,Torrance,29,33.7933065,-118.317455,None,3/11/2008,42468,C1,null,null,06037,06
2410860,City of Lompoc,Civil,Santa Barbara County,California,Lompoc,24,34.6617942,-120.4713858,None,3/11/2008,42524,C1,null,null,06083,06
2410866,City of Long Beach,Civil,Los Angeles County,California,Long Beach,11,33.7796285,-118.1681701,None,3/11/2008,43000,C1,null,null,06037,06
2410875,City of Los Alamitos,Civil,Orange County,California,Los Alamitos,7,33.7971193,-118.0592046,None,3/11/2008,43224,C1,null,null,06059,06
2410876,City of Los Altos,Civil,Santa Clara County,California,Cupertino,51,37.3684346,-122.0965778,None,3/11/2008,43280,C1,null,null,06085,06
2410877,City of Los Angeles,Civil,Los Angeles County,California,Canoga Park,255,34.1613851,-118.5399543,None,3/11/2008,44000,C1,null,null,06037,06
2410878,City of Los Banos,Civil,Merced County,California,Los Banos,35,37.0629951,-120.8406689,None,3/11/2008,44028,C1,null,null,06047,06
2410891,City of Loyalton,Civil,Sierra County,California,Loyalton,1508,39.6768546,-120.2448111,None,3/11/2008,44364,C1,null,null,06091,06
2410901,City of Lynwood,Civil,Los Angeles County,California,South Gate,26,33.9239591,-118.2016561,None,3/11/2008,44574,C1,null,null,06037,06
2410906,City of Madera,Civil,Madera County,California,Madera,81,36.9631788,-120.0779182,None,3/11/2008,45022,C1,null,null,06039,06
2410913,City of Malibu,Civil,Los Angeles County,California,Point Dume,0,34.008792,-118.7621425,None,3/11/2008,45246,C1,null,null,06037,06
2411020,City of Manhattan Beach,Civil,Los Angeles County,California,Venice,0,33.8853454,-118.4241143,None,3/11/2008,45400,C1,null,null,06037,06
2411024,City of Manteca,Civil,San Joaquin County,California,Manteca,11,37.7927169,-121.2263979,None,3/11/2008,45484,C1,null,null,06077,06
2411033,City of Maricopa,Civil,Kern County,California,Maricopa,322,35.0448168,-119.413579,None,3/11/2008,45736,C1,null,null,06029,06
2411035,City of Marina,Civil,Monterey County,California,Marina,23,36.6835232,-121.7916501,None,3/11/2008,45778,C1,null,null,06053,06
2411045,City of Martinez,Civil,Contra Costa County,California,Walnut Creek,46,37.9984747,-122.1160789,None,3/11/2008,46114,C1,null,null,06013,06
2411046,City of Marysville,Civil,Yuba County,California,Yuba City,18,39.1517787,-121.5834913,None,3/11/2008,46170,C1,null,null,06115,06
2411054,City of Maywood,Civil,Los Angeles County,California,South Gate,47,33.9885474,-118.187708,None,3/11/2008,46492,C1,null,null,06037,06
2411062,City of McFarland,Civil,Kern County,California,McFarland,108,35.6761724,-119.2316813,None,3/11/2008,44826,C1,null,null,06029,06
2411078,City of Mendota,Civil,Fresno County,California,Firebaugh,52,36.7555284,-120.3776009,None,3/11/2008,46828,C1,null,null,06019,06
2497157,City of Menifee,Civil,Riverside County,California,Romoland,432,33.6909357,-117.1848742,None,9/9/2008,46842,C1,null,null,06065,06
2411079,City of Menlo Park,Civil,San Mateo County,California,Palo Alto,4,37.4802596,-122.1489879,None,3/11/2008,46870,C1,null,null,06081,06
2411080,City of Merced,Civil,Merced County,California,Merced,52,37.3057214,-120.4778986,None,3/11/2008,46898,C1,null,null,06047,06
2411109,City of Mill Valley,Civil,Marin County,California,San Rafael,46,37.9085296,-122.5421312,None,3/11/2008,47710,C1,null,null,06041,06
2411110,City of Millbrae,Civil,San Mateo County,California,Montara Mountain,30,37.599407,-122.4019923,None,3/11/2008,47486,C1,null,null,06081,06
2411113,City of Milpitas,Civil,Santa Clara County,California,Milpitas,9,37.433579,-121.8921078,None,3/11/2008,47766,C1,null,null,06085,06
2411123,City of Mission Viejo,Civil,Orange County,California,San Juan Capistrano,171,33.6095582,-117.6551402,None,3/11/2008,48256,C1,null,null,06059,06
2411130,City of Modesto,Civil,Stanislaus County,California,Salida,27,37.6374715,-121.0027557,None,3/11/2008,48354,C1,null,null,06099,06
2411138,City of Monrovia,Civil,Los Angeles County,California,Azusa,289,34.165112,-117.9921099,None,3/11/2008,48648,C1,null,null,06037,06
2411140,City of Montague,Civil,Siskiyou County,California,Montague,772,41.7275433,-122.5303208,None,3/11/2008,48690,C1,null,null,06093,06
2411141,City of Montclair,Civil,San Bernardino County,California,Ontario,307,34.071494,-117.698079,None,3/11/2008,48788,C1,null,null,06071,06
2411142,City of Monte Sereno,Civil,Santa Clara County,California,Los Gatos,153,37.2404099,-121.9882347,None,3/11/2008,48956,C1,null,null,06085,06
2411144,City of Montebello,Civil,Los Angeles County,California,El Monte,62,34.0154433,-118.1107969,None,3/11/2008,48816,C1,null,null,06037,06
2411145,City of Monterey,Civil,Monterey County,California,Monterey,1,36.6012858,-121.8830139,None,3/11/2008,48872,C1,null,null,06053,06
2411146,City of Monterey Park,Civil,Los Angeles County,California,Los Angeles,155,34.0497111,-118.132539,None,3/11/2008,48914,C1,null,null,06037,06
2411157,City of Moorpark,Civil,Ventura County,California,Moorpark,160,34.2861374,-118.8768152,None,3/11/2008,49138,C1,null,null,06111,06
2411159,City of Moreno Valley,Civil,Riverside County,California,Sunnymead,497,33.9243841,-117.2045739,None,3/11/2008,49270,C1,null,null,06065,06
2411162,City of Morgan Hill,Civil,Santa Clara County,California,Morgan Hill,110,37.1324961,-121.6418905,None,3/11/2008,49278,C1,null,null,06085,06
2411169,City of Morro Bay,Civil,San Luis Obispo County,California,Morro Bay South,0,35.366248,-120.8662348,None,3/11/2008,49362,C1,null,null,06079,06
2411181,City of Mount Shasta,Civil,Siskiyou County,California,City of Mount Shasta,1103,41.3206925,-122.3150394,None,3/11/2008,49852,C1,null,null,06093,06
2411186,City of Mountain View,Civil,Santa Clara County,California,Mountain View,17,37.4005697,-122.0795505,None,3/11/2008,49670,C1,null,null,06085,06
2411199,City of Murrieta,Civil,Riverside County,California,Murrieta,381,33.571906,-117.1908209,None,3/11/2008,50076,C1,null,null,06065,06
2411209,City of Napa,Civil,Napa County,California,Napa,14,38.2974875,-122.301075,None,3/11/2008,50258,C1,null,null,06055,06
2411216,City of National City,Civil,San Diego County,California,National City,13,32.6653766,-117.0981264,None,3/11/2008,50398,C1,null,null,06073,06
2411220,City of Needles,Civil,San Bernardino County,California,Needles,229,34.8164071,-114.6188721,None,3/11/2008,50734,C1,null,null,06071,06
2411225,City of Nevada City,Civil,Nevada County,California,Nevada City,759,39.2606649,-121.023055,None,3/11/2008,50874,C1,null,null,06057,06
2411238,City of Newark,Civil,Alameda County,California,Newark,5,37.5200977,-122.0307256,None,3/11/2008,50916,C1,null,null,06001,06
2411247,City of Newman,Civil,Stanislaus County,California,Newman,27,37.3161286,-121.0214241,None,3/11/2008,51140,C1,null,null,06099,06
2411250,City of Newport Beach,Civil,Orange County,California,Newport Beach OE S,0,33.5966355,-117.8932823,None,3/11/2008,51182,C1,null,null,06059,06
2411265,City of Norco,Civil,Riverside County,California,Corona North,194,33.9252128,-117.5498784,None,3/11/2008,51560,C1,null,null,06065,06
2411281,City of Norwalk,Civil,Los Angeles County,California,Whittier,29,33.9068767,-118.0829164,None,3/11/2008,52526,C1,null,null,06037,06
2411283,City of Novato,Civil,Marin County,California,Novato,3,38.0914986,-122.5565605,None,3/11/2008,52582,C1,null,null,06041,06
2411291,City of Oakdale,Civil,Stanislaus County,California,Oakdale,49,37.7617535,-120.8468419,None,3/11/2008,52694,C1,null,null,06099,06
2411292,City of Oakland,Civil,Alameda County,California,Oakland East,5,37.769551,-122.2245091,None,3/11/2008,53000,C1,null,null,06001,06
2411294,City of Oakley,Civil,Contra Costa County,California,Brentwood,5,37.9929478,-121.6951563,None,3/11/2008,53070,C1,null,null,06013,06
2411301,City of Oceanside,Civil,San Diego County,California,San Luis Rey,78,33.2246453,-117.3084203,None,3/11/2008,53322,C1,null,null,06073,06
2411308,City of Ojai,Civil,Ventura County,California,Ojai,231,34.4487087,-119.2469902,None,3/11/2008,53476,C1,null,null,06111,06
2411323,City of Ontario,Civil,San Bernardino County,California,Guasti,261,34.0392624,-117.6064101,None,3/11/2008,53896,C1,null,null,06071,06
2411325,City of Orange,Civil,Orange County,California,Orange,54,33.8049798,-117.8609945,None,3/11/2008,53980,C1,null,null,06059,06
2411327,City of Orange Cove,Civil,Fresno County,California,Orange Cove South,128,36.6211453,-119.3187488,None,3/11/2008,54008,C1,null,null,06019,06
2411334,City of Orinda,Civil,Contra Costa County,California,Briones Valley,170,37.8807896,-122.1790738,None,3/11/2008,54232,C1,null,null,06013,06
2411335,City of Orland,Civil,Glenn County,California,Orland,76,39.7460821,-122.1855458,None,3/11/2008,54274,C1,null,null,06021,06
2411337,City of Oroville,Civil,Butte County,California,Palermo,49,39.4999711,-121.5634337,None,3/11/2008,54386,C1,null,null,06007,06
2411347,City of Oxnard,Civil,Ventura County,California,Oxnard,10,34.2005369,-119.214252,None,3/11/2008,54652,C1,null,null,06111,06
2411350,City of Pacific Grove,Civil,Monterey County,California,Monterey,53,36.6224251,-121.9262285,None,3/11/2008,54848,C1,null,null,06053,06
2411351,City of Pacifica,Civil,San Mateo County,California,Montara Mountain,55,37.6112179,-122.4780994,None,3/11/2008,54806,C1,null,null,06081,06
2411356,City of Palm Desert,Civil,Riverside County,California,La Quinta,51,33.7377826,-116.3694903,None,3/11/2008,55184,C1,null,null,06065,06
2411357,City of Palm Springs,Civil,Riverside County,California,Palm Springs,132,33.8016465,-116.538155,None,3/11/2008,55254,C1,null,null,06065,06
2411359,City of Palmdale,Civil,Los Angeles County,California,Palmdale,792,34.5944333,-118.1057041,None,3/11/2008,55156,C1,null,null,06037,06
2411362,City of Palo Alto,Civil,Santa Clara County,California,Palo Alto,45,37.3952621,-122.1428935,None,3/11/2008,55282,C1,null,null,06085,06
2411363,City of Palos Verdes Estates,Civil,Los Angeles County,California,Redondo Beach,0,33.7835702,-118.4372272,None,3/11/2008,55380,C1,null,null,06037,06
2411369,City of Paramount,Civil,Los Angeles County,California,South Gate,23,33.8976307,-118.1651179,None,3/11/2008,55618,C1,null,null,06037,06
2411376,City of Parlier,Civil,Fresno County,California,Selma,106,36.6086926,-119.5433662,None,3/11/2008,55856,C1,null,null,06019,06
2411379,City of Pasadena,Civil,Los Angeles County,California,Pasadena,277,34.1596777,-118.1388708,None,3/11/2008,56000,C1,null,null,06037,06
2411383,City of Patterson,Civil,Stanislaus County,California,Patterson,35,37.4758026,-121.1536439,None,3/11/2008,56112,C1,null,null,06099,06
2411403,City of Perris,Civil,Riverside County,California,Perris,437,33.7898183,-117.2233471,None,3/11/2008,56700,C1,null,null,06065,06
2411407,City of Petaluma,Civil,Sonoma County,California,Petaluma,7,38.2422798,-122.6266147,None,3/11/2008,56784,C1,null,null,06097,06
2411417,City of Pico Rivera,Civil,Los Angeles County,California,Whittier,52,33.990139,-118.0887205,None,3/11/2008,56924,C1,null,null,06037,06
2411418,City of Piedmont,Civil,Alameda County,California,Oakland East,102,37.8225446,-122.2300246,None,3/11/2008,56938,C1,null,null,06001,06
2411428,City of Pinole,Civil,Contra Costa County,California,Mare Island,0,38.0105592,-122.3196835,None,3/11/2008,57288,C1,null,null,06013,06
2411429,City of Pismo Beach,Civil,San Luis Obispo County,California,Pismo Beach,0,35.1428417,-120.6736694,None,3/11/2008,57414,C1,null,null,06079,06
2411430,City of Pittsburg,Civil,Contra Costa County,California,Honker Bay,18,38.0181986,-121.8964543,None,3/11/2008,57456,C1,null,null,06013,06
2411432,City of Placentia,Civil,Orange County,California,Yorba Linda,86,33.8807103,-117.85531,None,3/11/2008,57526,C1,null,null,06059,06
2411433,City of Placerville,Civil,El Dorado County,California,Placerville,589,38.7307832,-120.7978676,None,3/11/2008,57540,C1,null,null,06017,06
2411439,City of Pleasant Hill,Civil,Contra Costa County,California,Walnut Creek,18,37.9540092,-122.075895,None,3/11/2008,57764,C1,null,null,06013,06
2411441,City of Pleasanton,Civil,Alameda County,California,Dublin,106,37.6663236,-121.8805057,None,3/11/2008,57792,C1,null,null,06001,06
2411446,City of Plymouth,Civil,Amador County,California,Amador City,312,38.4776228,-120.8584406,None,3/11/2008,57834,C1,null,null,06005,06
2411449,City of Point Arena,Civil,Mendocino County,California,Point Arena,67,38.9123057,-123.6956092,None,3/11/2008,57876,C1,null,null,06045,06
2411454,City of Pomona,Civil,Los Angeles County,California,San Dimas,257,34.0584825,-117.7626089,None,3/11/2008,58072,C1,null,null,06037,06
2411462,City of Port Hueneme,Civil,Ventura County,California,Oxnard,4,34.1612065,-119.2036931,None,3/11/2008,58296,C1,null,null,06111,06
2411470,City of Porterville,Civil,Tulare County,California,Porterville,135,36.0644258,-119.0337197,None,3/11/2008,58240,C1,null,null,06107,06
2411473,City of Portola,Civil,Plumas County,California,Portola,1498,39.8060145,-120.4636295,None,3/11/2008,58352,C1,null,null,06063,06
2411480,City of Poway,Civil,San Diego County,California,Poway,212,32.98715,-117.0201143,None,3/11/2008,58520,C1,null,null,06073,06
2411513,City of Rancho Cordova,Civil,Sacramento County,California,Carmichael,44,38.57367,-121.2527356,None,3/11/2008,59444,C1,null,null,06067,06
2411514,City of Rancho Cucamonga,Civil,San Bernardino County,California,Cucamonga Peak,437,34.1306149,-117.5621546,None,3/11/2008,59451,C1,null,null,06071,06
2411515,City of Rancho Mirage,Civil,Riverside County,California,Cathedral City,75,33.7634541,-116.4270861,None,3/11/2008,59500,C1,null,null,06065,06
2411516,City of Rancho Palos Verdes,Civil,Los Angeles County,California,Redondo Beach OE S,0,33.7331221,-118.3914526,None,3/11/2008,59514,C1,null,null,06037,06
2411517,City of Rancho Santa Margarita,Civil,Orange County,California,Santiago Peak,281,33.6316981,-117.598885,None,3/11/2008,59587,C1,null,null,06059,06
2411527,City of Red Bluff,Civil,Tehama County,California,Red Bluff East,91,40.1734671,-122.2412674,None,3/11/2008,59892,C1,null,null,06103,06
2411531,City of Redding,Civil,Shasta County,California,Enterprise,164,40.5702515,-122.3655757,None,3/11/2008,59920,C1,null,null,06089,06
2411532,City of Redlands,Civil,San Bernardino County,California,Redlands,441,34.0511429,-117.1711954,None,3/11/2008,59962,C1,null,null,06071,06
2411535,City of Redondo Beach,Civil,Los Angeles County,California,Redondo Beach,0,33.8425682,-118.4004263,None,3/11/2008,60018,C1,null,null,06037,06
2410919,City of Redwood City,Civil,San Mateo County,California,Redwood Point,2,37.5173937,-122.2113387,None,3/11/2008,60102,C1,null,null,06081,06
2410920,City of Reedley,Civil,Fresno County,California,Reedley,107,36.5990063,-119.4470362,None,3/11/2008,60242,C1,null,null,06019,06
2410931,City of Rialto,Civil,San Bernardino County,California,Fontana,411,34.1174321,-117.3892251,None,3/11/2008,60466,C1,null,null,06071,06
2410939,City of Richmond,Civil,Contra Costa County,California,Richmond,10,37.9517679,-122.3602653,None,3/11/2008,60620,C1,null,null,06013,06
2410944,City of Ridgecrest,Civil,Kern County,California,Ridgecrest North,695,35.6307135,-117.662157,None,3/11/2008,60704,C1,null,null,06029,06
2410951,City of Rio Dell,Civil,Humboldt County,California,Hydesville,84,40.5031458,-124.1114573,None,3/11/2008,60900,C1,null,null,06023,06
2410955,City of Rio Vista,Civil,Solano County,California,Rio Vista,13,38.176484,-121.7024255,None,3/11/2008,60984,C1,null,null,06095,06
2410957,City of Ripon,Civil,San Joaquin County,California,Ripon,19,37.7416978,-121.1309967,None,3/11/2008,61026,C1,null,null,06077,06
2410962,City of Riverbank,Civil,Stanislaus County,California,Riverbank,41,37.7259723,-120.9433526,None,3/11/2008,61068,C1,null,null,06099,06
2410965,City of Riverside,Civil,Riverside County,California,Riverside West,270,33.9381268,-117.3948985,None,3/11/2008,62000,C1,null,null,06065,06
2410980,City of Rocklin,Civil,Placer County,California,Rocklin,119,38.8075377,-121.2488549,None,3/11/2008,62364,C1,null,null,06061,06
2410985,City of Rohnert Park,Civil,Sonoma County,California,Cotati,33,38.3479358,-122.6964394,None,3/11/2008,62546,C1,null,null,06097,06
2410986,City of Rolling Hills,Civil,Los Angeles County,California,Torrance,315,33.760017,-118.3471686,None,3/11/2008,62602,C1,null,null,06037,06
2410987,City of Rolling Hills Estates,Civil,Los Angeles County,California,Torrance,118,33.7893346,-118.354258,None,3/11/2008,62644,C1,null,null,06037,06
2410998,City of Rosemead,Civil,Los Angeles County,California,El Monte,86,34.068848,-118.0823108,None,3/11/2008,62896,C1,null,null,06037,06
2411000,City of Roseville,Civil,Placer County,California,Roseville,44,38.7702926,-121.3196589,None,3/11/2008,62938,C1,null,null,06061,06
2411751,City of Sacramento,Civil,Sacramento County,California,Sacramento East,8,38.5676539,-121.4684986,None,3/11/2008,64000,C1,null,null,06067,06
2411758,City of Saint Helena,Civil,Napa County,California,Saint Helena,76,38.5062682,-122.4681668,None,3/11/2008,64140,C1,null,null,06055,06
2411768,City of Salinas,Civil,Monterey County,California,Salinas,13,36.6882879,-121.6316716,None,3/11/2008,64224,C1,null,null,06053,06
2411777,City of San Bernardino,Civil,San Bernardino County,California,San Bernardino North,366,34.1415956,-117.2943679,None,3/11/2008,65000,C1,null,null,06071,06
2411778,City of San Bruno,Civil,San Mateo County,California,San Francisco South,101,37.6255594,-122.4313978,None,3/11/2008,65028,C1,null,null,06081,06
2411779,City of San Buenaventura,Civil,Ventura County,California,Ventura,30,34.2675259,-119.2542834,None,3/11/2008,65042,C1,null,null,06111,06
2411780,City of San Carlos,Civil,San Mateo County,California,Woodside,33,37.498259,-122.2677015,None,3/11/2008,65070,C1,null,null,06081,06
2411781,City of San Clemente,Civil,Orange County,California,San Clemente,62,33.4483986,-117.610589,None,3/11/2008,65084,C1,null,null,06059,06
2411782,City of San Diego,Civil,San Diego County,California,La Jolla,129,32.8168167,-117.1334027,None,3/11/2008,66000,C1,null,null,06073,06
2411784,City of San Dimas,Civil,Los Angeles County,California,San Dimas,291,34.1081856,-117.8089908,None,3/11/2008,66070,C1,null,null,06037,06
2411785,City of San Fernando,Civil,Los Angeles County,California,San Fernando,336,34.2886525,-118.4362423,None,3/11/2008,66140,C1,null,null,06037,06
2411786,City of San Francisco,Civil,San Francisco County,California,San Francisco North,78,37.7782253,-122.4425085,None,3/11/2008,67000,C1,null,null,06075,06
2411787,City of San Gabriel,Civil,Los Angeles County,California,El Monte,123,34.0948294,-118.0990777,None,3/11/2008,67042,C1,null,null,06037,06
2411788,City of San Jacinto,Civil,Riverside County,California,San Jacinto,456,33.7969419,-116.9915244,None,3/11/2008,67112,C1,null,null,06065,06
2411789,City of San Joaquin,Civil,Fresno County,California,San Joaquin,53,36.6055688,-120.1899211,None,3/11/2008,67126,C1,null,null,06019,06
2411790,City of San Jose,Civil,Santa Clara County,California,Los Gatos,79,37.2458253,-121.9307215,None,3/11/2008,68000,C1,null,null,06085,06
2411792,City of San Juan Bautista,Civil,San Benito County,California,San Juan Bautista,67,36.8449714,-121.5369772,None,3/11/2008,68014,C1,null,null,06069,06
2411793,City of San Juan Capistrano,Civil,Orange County,California,San Juan Capistrano,32,33.5008911,-117.6543891,None,3/11/2008,68028,C1,null,null,06059,06
2411794,City of San Leandro,Civil,Alameda County,California,San Leandro,7,37.7047511,-122.1630424,None,3/11/2008,68084,C1,null,null,06001,06
2411796,City of San Luis Obispo,Civil,San Luis Obispo County,California,San Luis Obispo,49,35.2666052,-120.6686094,None,3/11/2008,68154,C1,null,null,06079,06
2411797,City of San Marcos,Civil,San Diego County,California,San Marcos,167,33.1352995,-117.1743395,None,3/11/2008,68196,C1,null,null,06073,06
2411799,City of San Marino,Civil,Los Angeles County,California,El Monte,170,34.1223819,-118.113173,None,3/11/2008,68224,C1,null,null,06037,06
2411800,City of San Mateo,Civil,San Mateo County,California,San Mateo,3,37.5604066,-122.3109648,None,3/11/2008,68252,C1,null,null,06081,06
2411801,City of San Pablo,Civil,Contra Costa County,California,Richmond,17,37.9628616,-122.342582,None,3/11/2008,68294,C1,null,null,06013,06
2411804,City of San Rafael,Civil,Marin County,California,San Rafael,54,37.9818027,-122.5072845,None,3/11/2008,68364,C1,null,null,06041,06
2411805,City of San Ramon,Civil,Contra Costa County,California,Diablo,163,37.7620477,-121.9354261,None,3/11/2008,68378,C1,null,null,06013,06
2411806,City of Sand City,Civil,Monterey County,California,Marina,0,36.6275757,-121.8589352,None,3/11/2008,65112,C1,null,null,06053,06
2411811,City of Sanger,Civil,Fresno County,California,Sanger,111,36.6989689,-119.5574859,None,3/11/2008,67056,C1,null,null,06019,06
2411814,City of Santa Ana,Civil,Orange County,California,Newport Beach,24,33.7366894,-117.8817864,None,3/11/2008,69000,C1,null,null,06059,06
2411815,City of Santa Barbara,Civil,Santa Barbara County,California,Santa Barbara,43,34.3998013,-119.7130774,None,3/11/2008,69070,C1,null,null,06083,06
2411816,City of Santa Clara,Civil,Santa Clara County,California,San Jose West,16,37.3646274,-121.967972,None,3/11/2008,69084,C1,null,null,06085,06
2411819,City of Santa Clarita,Civil,Los Angeles County,California,Mint Canyon,422,34.4174933,-118.4963973,None,3/11/2008,69088,C1,null,null,06037,06
2411820,City of Santa Cruz,Civil,Santa Cruz County,California,Santa Cruz,25,36.9733808,-122.035532,None,3/11/2008,69112,C1,null,null,06087,06
2411823,City of Santa Fe Springs,Civil,Los Angeles County,California,Whittier,44,33.9330113,-118.0625029,None,3/11/2008,69154,C1,null,null,06037,06
2411824,City of Santa Maria,Civil,Santa Barbara County,California,Santa Maria,65,34.9334293,-120.443328,None,3/11/2008,69196,C1,null,null,06083,06
2411825,City of Santa Monica,Civil,Los Angeles County,California,Topanga,0,34.0090875,-118.5025989,None,3/11/2008,70000,C1,null,null,06037,06
2411826,City of Santa Paula,Civil,Ventura County,California,Santa Paula,86,34.3544859,-119.0655273,None,3/11/2008,70042,C1,null,null,06111,06
2411827,City of Santa Rosa,Civil,Sonoma County,California,Santa Rosa,54,38.4457945,-122.7067153,None,3/11/2008,70098,C1,null,null,06097,06
2411830,City of Santee,Civil,San Diego County,California,El Cajon,144,32.8554282,-116.9851441,None,3/11/2008,70224,C1,null,null,06073,06
2411832,City of Saratoga,Civil,Santa Clara County,California,Cupertino,132,37.2683273,-122.02622,None,3/11/2008,70280,C1,null,null,06085,06
2411834,City of Sausalito,Civil,Marin County,California,San Francisco North,95,37.8581429,-122.4915933,None,3/11/2008,70364,C1,null,null,06041,06
2411844,City of Scotts Valley,Civil,Santa Cruz County,California,Felton,176,37.0554999,-122.0117655,None,3/11/2008,70588,C1,null,null,06087,06
2411851,City of Seal Beach,Civil,Orange County,California,Los Alamitos,3,33.7540068,-118.0718136,None,3/11/2008,70686,C1,null,null,06059,06
2411853,City of Seaside,Civil,Monterey County,California,Seaside,85,36.622396,-121.820391,None,3/11/2008,70742,C1,null,null,06053,06
2411857,City of Sebastopol,Civil,Sonoma County,California,Sebastopol,31,38.4000032,-122.8275868,None,3/11/2008,70770,C1,null,null,06097,06
2411863,City of Selma,Civil,Fresno County,California,Selma,94,36.5715495,-119.6142694,None,3/11/2008,70882,C1,null,null,06019,06
2411873,City of Shafter,Civil,Kern County,California,Rosedale,113,35.4794183,-119.2012941,None,3/11/2008,71106,C1,null,null,06029,06
2411877,City of Shasta Lake,Civil,Shasta County,California,Shasta Dam,255,40.6790356,-122.3775189,None,3/11/2008,71225,C1,null,null,06089,06
2411897,City of Sierra Madre,Civil,Los Angeles County,California,Mount Wilson,299,34.1687129,-118.0503412,None,3/11/2008,71806,C1,null,null,06037,06
2411899,City of Signal Hill,Civil,Los Angeles County,California,Long Beach,50,33.8029383,-118.1681676,None,3/11/2008,71876,C1,null,null,06037,06
2411904,City of Simi Valley,Civil,Ventura County,California,Simi Valley East,264,34.2662405,-118.7489576,None,3/11/2008,72016,C1,null,null,06111,06
2411923,City of Solana Beach,Civil,San Diego County,California,Del Mar OE W,29,32.9941434,-117.2579016,None,3/11/2008,72506,C1,null,null,06073,06
2411924,City of Soledad,Civil,Monterey County,California,Soledad,64,36.4304782,-121.3217644,None,3/11/2008,72520,C1,null,null,06053,06
2411925,City of Solvang,Civil,Santa Barbara County,California,Solvang,147,34.5935138,-120.1401649,None,3/11/2008,72576,C1,null,null,06083,06
2411929,City of Sonoma,Civil,Sonoma County,California,Sonoma,24,38.2903317,-122.4598314,None,3/11/2008,72646,C1,null,null,06097,06
2411930,City of Sonora,Civil,Tuolumne County,California,Sonora,557,37.9818887,-120.3828077,None,3/11/2008,72674,C1,null,null,06109,06
2411934,City of South El Monte,Civil,Los Angeles County,California,El Monte,75,34.049341,-118.0483186,None,3/11/2008,72996,C1,null,null,06037,06
2411935,City of South Gate,Civil,Los Angeles County,California,South Gate,34,33.9447298,-118.1925459,None,3/11/2008,73080,C1,null,null,06037,06
2411938,City of South Lake Tahoe,Civil,El Dorado County,California,South Lake Tahoe,1908,38.9288554,-119.9809965,None,3/11/2008,73108,C1,null,null,06017,06
2411940,City of South Pasadena,Civil,Los Angeles County,California,Los Angeles,198,34.1102662,-118.1573014,None,3/11/2008,73220,C1,null,null,06037,06
2411942,City of South San Francisco,Civil,San Mateo County,California,Hunters Point,-6,37.6528012,-122.3432651,None,3/11/2008,73262,C1,null,null,06081,06
2411969,City of Stanton,Civil,Orange County,California,Anaheim,20,33.8002343,-117.9934491,None,3/11/2008,73962,C1,null,null,06059,06
2411987,City of Stockton,Civil,San Joaquin County,California,Stockton West,4,37.9763234,-121.310572,None,3/11/2008,75000,C1,null,null,06077,06
2411995,City of Suisun City,Civil,Solano County,California,Fairfield South,5,38.2472669,-122.0091367,None,3/11/2008,75630,C1,null,null,06095,06
2412009,City of Sunnyvale,Civil,Santa Clara County,California,Mountain View,18,37.3857515,-122.0263939,None,3/11/2008,77000,C1,null,null,06085,06
2412017,City of Susanville,Civil,Lassen County,California,Susanville,1281,40.4211874,-120.6572635,None,3/11/2008,77364,C1,null,null,06035,06
2412019,City of Sutter Creek,Civil,Amador County,California,Jackson,433,38.3741254,-120.8127435,None,3/11/2008,77392,C1,null,null,06005,06
2412026,City of Taft,Civil,Kern County,California,Taft,257,35.1266951,-119.4242013,None,3/11/2008,77574,C1,null,null,06029,06
2412041,City of Tehachapi,Civil,Kern County,California,Tehachapi North,1214,35.1324255,-118.4425247,None,3/11/2008,78092,C1,null,null,06029,06
2412042,City of Tehama,Civil,Tehama County,California,Gerber,65,40.0217762,-122.1269008,None,3/11/2008,78106,C1,null,null,06103,06
2412044,City of Temecula,Civil,Riverside County,California,Temecula,352,33.4927806,-117.1314292,None,3/11/2008,78120,C1,null,null,06065,06
2412047,City of Temple City,Civil,Los Angeles County,California,El Monte,114,34.1021584,-118.057968,None,3/11/2008,78148,C1,null,null,06037,06
2412065,City of Thousand Oaks,Civil,Ventura County,California,Newbury Park,249,34.1913507,-118.8755748,None,3/11/2008,78582,C1,null,null,06111,06
2412087,City of Torrance,Civil,Los Angeles County,California,Torrance,25,33.8306011,-118.3571993,None,3/11/2008,80000,C1,null,null,06037,06
